rk,player,nation,pos,squad,age,born_year,mp,starts,min,nineties,gls,ast,g_a,g_minus_pk,pk,pkatt,crdy,crdr,gls_per90,ast_per90,g_a_per90,g_minus_pk_per90,g_a_minus_pk_per90,g_minus_pk_per90_calc,pk_per90,pkatt_per90,crdy_per90,crdr_per90
295,Morgan Guilavogui,gn GUI,MFFW,Real Salt Lake,28.0,1998.0,14,11,939,10.4,1,4,5,1,0,0,4,1,0.1,0.38,0.48,0.1,0.48,0.1,0.0,0.0,0.38,0.1
296,Guilherme,br BRA,MFFW,Houston,31.0,1995.0,19,18,1600,17.8,12,5,17,11,1,1,2,0,0.68,0.28,0.96,0.62,0.9,0.62,0.06,0.06,0.11,0.0
297,Angus Gunn,sct SCO,GK,SJ Earthquakes,30.0,1996.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,Colin Guske,us USA,MF,Orlando City,19.0,2007.0,6,2,285,3.2,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.32
299,Raul Gustavo,br BRA,DF,NYCFC,27.0,1999.0,15,10,966,10.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0
300,Andrew Gutman,us USA,DF,Chicago Fire,29.0,1996.0,14,12,1075,11.9,1,3,4,1,0,0,3,0,0.08,0.25,0.33,0.08,0.33,0.08,0.0,0.0,0.25,0.0
301,Justin Haak,us USA,DFMF,LA Galaxy,24.0,2001.0,19,17,1543,17.1,0,1,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.12,0.0
302,Taha Habroune,us USA,MFFW,Columbus Crew,20.0,2006.0,18,15,1283,14.3,1,2,3,1,0,0,3,0,0.07,0.14,0.21,0.07,0.21,0.07,0.0,0.0,0.21,0.0
303,Teenage Hadebe,zw ZIM,DF,FC Cincinnati,30.0,1995.0,10,3,296,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
304,Nick Hagglund,us USA,DF,FC Cincinnati,33.0,1992.0,13,9,857,9.5,1,0,1,1,0,0,1,0,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.0
305,Maren Haile-Selassie,ch SUI,MFFW,Chicago Fire,27.0,1999.0,18,14,1272,14.1,3,4,7,3,0,0,1,0,0.21,0.28,0.5,0.21,0.5,0.21,0.0,0.0,0.07,0.0
306,Julian Hall,us USA,FW,RB New York,18.0,2008.0,19,19,1641,18.2,9,3,12,9,0,0,0,0,0.49,0.16,0.66,0.49,0.66,0.49,0.0,0.0,0.0,0.0
307,Lucas Halter,br BRA,DF,Houston,26.0,2000.0,8,8,663,7.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0
308,Nicholas Hansen,dk DEN,GK,Colorado Rapids,25.0,2001.0,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,Ian Harkes,us USA,MF,SJ Earthquakes,31.0,1995.0,18,3,655,7.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0
310,Cameron Harper,us USA,DFMF,RB New York,24.0,2001.0,3,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,Nathan Harriel,us USA,DF,Philadelphia,25.0,2001.0,19,19,1690,18.8,1,1,2,1,0,0,4,0,0.05,0.05,0.11,0.05,0.11,0.05,0.0,0.0,0.21,0.0
312,Alex Harris,us USA,FW,Colorado Rapids,21.0,2005.0,5,1,101,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,Calvin Harris,eng ENG,FWMF,Sporting KC,26.0,2000.0,19,17,1455,16.2,2,3,5,2,0,0,2,0,0.12,0.19,0.31,0.12,0.31,0.12,0.0,0.0,0.12,0.0
314,Wilson Harris,us USA,FW,NE Revolution,26.0,1999.0,5,0,81,0.9,1,0,1,1,0,0,1,0,1.11,0.0,1.11,1.11,1.11,1.11,0.0,0.0,1.11,0.0
315,Jack Harrison,eng ENG,FW,NE Revolution,29.0,1996.0,2,1,127,1.4,0,1,1,0,0,0,0,0,0.0,0.71,0.71,0.0,0.71,0.0,0.0,0.0,0.0,0.0
316,Marcel Hartel,de GER,MFFW,St. Louis City,30.0,1996.0,16,15,1370,15.2,6,3,9,6,0,0,0,0,0.39,0.2,0.59,0.39,0.59,0.39,0.0,0.0,0.0,0.0
317,Carlos Harvey,pa PAN,DF,Minnesota Utd,26.0,2000.0,6,1,154,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,Thomas Hasal,ca CAN,GK,LAFC,27.0,1999.0,3,3,209,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,Stuart Hawkins,us USA,DF,Seattle Sounders,19.0,2006.0,4,3,277,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,Silvan Hefti,ch SUI,DF,D.C. United,28.0,1997.0,18,18,1576,17.5,1,2,3,1,0,0,5,1,0.06,0.11,0.17,0.06,0.17,0.06,0.0,0.0,0.29,0.06
321,Malik Henry,ca CAN,MF,Toronto FC,24.0,2002.0,15,5,549,6.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0
322,Fabian Herbers,de GER,MF,CF Montréal,33.0,1993.0,9,2,292,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,Ronald Hernández,ve VEN,DF,Atlanta Utd,28.0,1997.0,6,2,214,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0
324,Aaron Herrera,gt GUA,MF,D.C. United,29.0,1997.0,7,4,387,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0
325,Héctor Herrera,mx MEX,MF,Houston,36.0,1990.0,18,10,988,11.0,2,0,2,2,0,0,1,0,0.18,0.0,0.18,0.18,0.18,0.18,0.0,0.0,0.09,0.0
326,Marcelo Herrera,ar ARG,DFMF,Columbus Crew,27.0,1998.0,14,9,878,9.8,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.21,0.0
327,Lucas Herrington,au AUS,DF,Colorado Rapids,18.0,2007.0,18,17,1531,17.0,1,1,2,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12,0.06,0.0,0.0,0.24,0.0
328,Son Heung-min,kr KOR,FWMF,LAFC,34.0,1992.0,18,17,1452,16.1,4,8,12,4,0,0,2,0,0.25,0.5,0.74,0.25,0.74,0.25,0.0,0.0,0.12,0.0
329,Aiden Hezarkhani,us USA,MFFW,Real Salt Lake,19.0,2007.0,15,8,563,6.3,2,0,2,2,0,0,1,0,0.32,0.0,0.32,0.32,0.32,0.32,0.0,0.0,0.16,0.0
330,Bode Hidalgo,us USA,DF,CF Montréal,24.0,2002.0,4,2,255,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,Brendan Hines-Ike,us USA,DF,Austin FC,31.0,1994.0,14,14,1184,13.2,1,0,1,1,0,0,2,0,0.08,0.0,0.08,0.08,0.08,0.08,0.0,0.0,0.15,0.0
332,Bongokuhle Hlongwane,za RSA,MF,Minnesota Utd,26.0,2000.0,14,4,507,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0
333,Rob Holding,eng ENG,DF,Colorado Rapids,30.0,1995.0,16,15,1165,12.9,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.15
334,Ryan Hollingshead,us USA,DFMF,LAFC,35.0,1991.0,16,11,1028,11.4,1,0,1,1,0,0,2,0,0.09,0.0,0.09,0.09,0.09,0.09,0.0,0.0,0.18,0.0
335,Duane Holmes,us USA,MFDF,Houston,31.0,1994.0,11,7,552,6.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0
336,Carlo Holse,dk DEN,FWMF,St. Louis City,27.0,1999.0,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,Clay Holstad,us USA,MF,FC Dallas,26.0,2000.0,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,Jackson Hopkins,us USA,MFFW,D.C. United,22.0,2004.0,19,17,1319,14.7,2,1,3,2,0,0,4,0,0.14,0.07,0.2,0.14,0.2,0.14,0.0,0.0,0.27,0.0
339,Ethan Horvath,us USA,GK,RB New York,31.0,1995.0,19,19,1710,19.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,Lucas Hoyos,ar ARG,GK,Atlanta Utd,37.0,1989.0,19,19,1710,19.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0
341,Keegan Hughes,us USA,DF,NE Revolution,26.0,2000.0,1,1,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,Iago,br BRA,DF,Orlando City,21.0,2005.0,14,11,1028,11.4,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
343,Sebastien Ibeagha,us USA,DF,FC Dallas,34.0,1992.0,19,13,1154,12.8,0,1,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.16,0.0
344,Aliyu Ibrahim,ng NGA,MF,Houston,24.0,2002.0,13,2,271,3.0,1,0,1,1,0,0,2,1,0.33,0.0,0.33,0.33,0.33,0.33,0.0,0.0,0.66,0.33
345,Mitja Ilenič,si SVN,DF,NYCFC,21.0,2004.0,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,Milan Iloski,us USA,FWMF,Philadelphia,27.0,1999.0,19,19,1553,17.3,10,1,11,8,2,3,3,0,0.58,0.06,0.64,0.46,0.52,0.46,0.12,0.17,0.17,0.0
347,Marcus Ingvartsen,dk DEN,FW,San Diego FC,30.0,1996.0,19,17,1436,16.0,11,2,13,10,1,1,1,0,0.69,0.13,0.81,0.63,0.75,0.63,0.06,0.06,0.06,0.0
348,Eric Izoita,us USA,MF,Portland Timbers,18.0,2007.0,1,1,90,1.0,1,0,1,1,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
349,Ayoub Jabbari,ma MAR,FW,FC Cincinnati,26.0,2000.0,17,4,403,4.5,2,2,4,2,0,0,1,0,0.45,0.45,0.89,0.45,0.89,0.45,0.0,0.0,0.22,0.0
350,Aziel Jackson,us USA,MF,Vancouver,24.0,2001.0,10,7,526,5.8,1,1,2,1,0,0,0,0,0.17,0.17,0.34,0.17,0.34,0.17,0.0,0.0,0.0,0.0
351,Tomás Jacob,ar ARG,DFMF,Atlanta Utd,22.0,2004.0,16,16,1388,15.4,1,1,2,1,0,0,6,0,0.06,0.06,0.13,0.06,0.13,0.06,0.0,0.0,0.39,0.0
352,Ivan Jaime Pajuelo,es ESP,MFFW,CF Montréal,25.0,2000.0,12,10,826,9.2,1,1,2,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,0.11,0.0,0.0,0.11,0.0
353,Malik Jakupović,us USA,FW,Philadelphia,17.0,2009.0,4,0,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,Ian James,us USA,DF,Sporting KC,18.0,2008.0,12,9,842,9.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,Vincent Janssen,nl NED,FW,Portland Timbers,32.0,1994.0,1,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
356,Robin Jansson,se SWE,DF,Orlando City,34.0,1991.0,13,13,1112,12.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0
357,Jack Jasinski,us USA,DF,SJ Earthquakes,22.0,2003.0,9,4,438,4.9,1,0,1,1,0,0,1,0,0.21,0.0,0.21,0.21,0.21,0.21,0.0,0.0,0.21,0.0
358,Danley Jean-Jacques,ht HAI,MF,Philadelphia,26.0,2000.0,18,17,1499,16.7,3,0,3,3,0,0,5,0,0.18,0.0,0.18,0.18,0.18,0.18,0.0,0.0,0.3,0.0
359,Mijahir Jiménez,pa PAN,FW,RB New York,19.0,2007.0,3,2,160,1.8,2,0,2,2,0,0,0,0,1.13,0.0,1.13,1.13,1.13,1.12,0.0,0.0,0.0,0.0
360,Stiven Jimenez,us USA,MF,FC Cincinnati,19.0,2007.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,Julio Joao Ortíz,ec ECU,MF,Portland Timbers,30.0,1996.0,11,4,474,5.3,0,1,1,0,0,0,0,0,0.0,0.19,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0
362,Herman Johansson,se SWE,MFDF,FC Dallas,28.0,1997.0,17,14,1247,13.9,0,2,2,0,0,0,3,0,0.0,0.14,0.14,0.0,0.14,0.0,0.0,0.0,0.22,0.0
363,Aron John,us USA,MF,Charlotte,20.0,2006.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,Darius Johnson,gd GRN,MF,SJ Earthquakes,26.0,2000.0,3,0,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,Sean Johnson,us USA,GK,D.C. United,37.0,1989.0,19,19,1710,19.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,Tate Johnson,us USA,DF,Vancouver,21.0,2005.0,16,15,1329,14.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
367,DeJuan Jones,us USA,DF,SJ Earthquakes,29.0,1997.0,5,5,359,4.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
368,Malachi Jones,sl SLE,MF,NYCFC,22.0,2003.0,10,4,396,4.4,1,0,1,1,0,0,2,0,0.23,0.0,0.23,0.23,0.23,0.23,0.0,0.0,0.45,0.0
369,Luka Jovanović,au AUS,FW,SJ Earthquakes,21.0,2005.0,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,Dejan Joveljić,rs SRB,FW,Sporting KC,27.0,1999.0,19,19,1665,18.5,8,1,9,8,0,0,1,0,0.43,0.05,0.49,0.43,0.49,0.43,0.0,0.0,0.05,0.0
371,Mykhi Joyner,us USA,MF,St. Louis City,19.0,2006.0,4,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,Preston Judd,us USA,FW,SJ Earthquakes,27.0,1999.0,18,17,1453,16.1,11,3,14,11,0,0,5,0,0.68,0.19,0.87,0.68,0.87,0.68,0.0,0.0,0.31,0.0
373,Anderson Julio,ec ECU,FWMF,FC Dallas,30.0,1996.0,4,0,84,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0
374,Sam Junqua,us USA,DF,Real Salt Lake,29.0,1996.0,14,7,770,8.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0
375,Kristijan Kahlina,hr CRO,GK,Charlotte,34.0,1992.0,19,19,1710,19.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0
376,Kaick,br BRA,MF,FC Dallas,20.0,2005.0,19,15,1396,15.5,1,1,2,1,0,0,3,0,0.06,0.06,0.13,0.06,0.13,0.06,0.0,0.0,0.19,0.0
377,Bernard Kamungo,us USA,MFDF,FC Dallas,24.0,2002.0,10,8,765,8.5,0,1,1,0,0,0,2,0,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.24,0.0
378,Emir Karic,ba BIH,DF,Sporting KC,29.0,1997.0,5,4,393,4.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,Tarun Karumanchi,us USA,MF,Columbus Crew,23.0,2003.0,3,2,129,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,Alexandros Katranis,gr GRE,MFDF,Real Salt Lake,28.0,1998.0,7,4,347,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0
381,Kim Kee-hee,kr KOR,DF,Seattle Sounders,37.0,1989.0,3,2,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,Kevin Kelsy,ve VEN,FW,Portland Timbers,22.0,2004.0,18,13,1077,12.0,9,2,11,9,0,0,2,0,0.75,0.17,0.92,0.75,0.92,0.75,0.0,0.0,0.17,0.0
383,Deandre Kerr,ca CAN,MFFW,Toronto FC,23.0,2002.0,10,5,448,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
